freelancer_id,age,gender,country,years_experience,num_skills,profile_completeness,has_portfolio,has_video_profile,has_certifications,primary_skill,hourly_rate_usd,total_jobs_completed,job_success_rate,repeat_client_rate,avg_response_time_hrs,total_earnings_12m_usd,success_score,churn_risk,earnings_tier
FL_005858,47,Male,India,12.4,5,100,1,0,0,Graphic Design,280,44,82.7,0.431,17.2,177825,99,0,High
FL_005859,22,Male,India,13.1,15,72.8,1,1,1,Web Development,280,44,80.2,0.204,11.7,245000,99,0,High
FL_005860,50,Male,Canada,0.1,12,56.4,1,0,1,Content Writing / Copywriting,167.34,26,100,0.315,8.6,42874,74.5,0,High
FL_005861,35,Male,India,4.7,4,64.5,0,1,0,Data Science & Analytics,92.36,36,75.7,0.371,18.3,20641,79.4,0,Medium
FL_005862,27,Male,India,1.8,8,52.4,0,0,0,Content Writing / Copywriting,225.21,20,100,0.281,13.7,33633,65.5,1,Medium
FL_005863,24,Female,Germany,4.3,11,86.6,0,0,0,Virtual Assistant,87.12,32,92.6,0.313,17.3,67417,86.5,0,High
FL_005864,21,Male,United States,3.8,7,40,1,0,0,Web Development,134.52,25,98.6,0.471,8,125601,91,0,High
FL_005865,33,Male,Pakistan,1.5,4,63,1,0,0,AI & Machine Learning,43.87,30,92.7,0.326,11.2,16517,66.3,0,Medium
FL_005866,40,Male,Other,16.4,7,79.2,1,0,0,Digital Marketing,196.99,64,88.7,0.34,8.9,245000,99,0,High
FL_005867,42,Male,United Kingdom,1.7,8,61.8,1,0,0,Web Development,117.03,38,96,0.282,,53264,78.3,0,High
FL_005868,27,Male,India,3.8,8,65.2,1,1,0,Mobile App Development,274.76,36,94.8,0.458,16.4,167889,85,0,High
FL_005869,35,Female,Philippines,6.4,15,92.3,0,1,0,Web Development,280,36,98.2,0.452,35.3,105138,99,0,High
FL_005870,43,Male,Ukraine,0.6,4,61.1,1,0,0,Graphic Design,109.03,22,76.5,0.228,11.5,37297,70.1,0,Medium
FL_005871,34,Male,Philippines,1.4,5,71.7,0,0,0,Digital Marketing,280,31,89,0.394,5,245000,86,0,High
FL_005872,43,Female,United States,0.8,9,93.9,1,0,0,Web Development,280,27,100,0.394,11.1,96897,84.8,0,High
FL_005873,39,Female,United States,5.8,13,73,1,1,1,AI & Machine Learning,280,31,72.3,0.164,,216404,94.9,0,High
FL_005874,42,Male,Ukraine,6.1,8,100,1,1,0,Data Science & Analytics,280,26,88.4,0.35,,178872,99,0,High
FL_005875,49,Male,United Kingdom,1.1,12,96.5,1,0,0,AI & Machine Learning,280,18,85.2,0.484,29.1,245000,99,0,High
FL_005876,44,Male,Germany,0,10,97.4,1,0,0,Web Development,232.47,21,91.1,0.242,6.7,233141,90.9,0,High
FL_005877,40,Male,Nigeria,2.1,8,56.8,1,0,1,AI & Machine Learning,122.18,29,100,0.376,16,32128,76.8,0,Medium
FL_005878,49,Female,Pakistan,4.4,15,77.4,1,0,1,Web Development,226.62,30,78.8,0.337,19.8,97764,92.8,0,High
FL_005879,44,Female,Other,3.7,15,74.5,1,0,1,Web Development,240.7,32,90.7,,6.1,187145,98.3,0,High
FL_005880,38,Female,United States,2.2,12,72.5,1,0,1,AI & Machine Learning,280,32,78,0.505,6.8,215874,82.4,0,High
FL_005881,51,Male,United States,1.4,4,70.4,1,0,0,Data Science & Analytics,280,30,71,0.359,16.2,116538,77.2,0,High
FL_005882,30,Female,Pakistan,2.4,6,76.8,1,0,0,Virtual Assistant,148.74,21,78.2,0.179,14.7,76378,62.7,0,High
FL_005883,29,Male,United States,0.1,5,40.6,1,1,1,Web Development,280,14,65.8,0.425,20.3,63566,68.3,0,High
FL_005884,45,Female,Nigeria,0.3,15,64.2,1,1,1,Content Writing / Copywriting,280,28,,0.16,17.1,179101,87.5,0,High
FL_005885,28,Male,Other,0.7,10,100,1,0,1,AI & Machine Learning,280,34,86.7,0.307,18.9,63666,80.9,0,High
FL_005886,46,Male,Other,3.7,12,70.4,1,1,0,Digital Marketing,109.31,30,55.3,0.294,14.5,58186,70.9,0,High
FL_005887,50,Male,Pakistan,0.9,15,68.5,0,0,0,Data Science & Analytics,280,22,92.9,,17.2,138502,75.1,0,High
FL_005888,49,Female,Other,2.1,5,78,0,1,1,Digital Marketing,280,30,78.6,0.224,7.1,245000,71.4,0,High
FL_005889,30,Male,United States,3.7,15,79.5,1,0,0,Content Writing / Copywriting,,36,94,0.458,15.6,148157,78.4,0,High
FL_005890,37,Male,United Kingdom,6.7,9,43,1,0,0,Web Development,153.76,34,76.4,0.247,33.4,80037,68.1,0,High
FL_005891,22,Male,United Kingdom,3,5,81.3,0,0,1,AI & Machine Learning,182.02,38,87.6,0.39,25.6,68370,81.7,0,High
FL_005892,26,Male,India,0.7,6,87.8,1,0,1,AI & Machine Learning,280,25,83.4,0.23,8.9,199002,70.9,1,High
FL_005893,46,Female,United States,11.5,4,88.4,1,0,1,Web Development,280,34,95.7,0.326,30.1,219381,99,0,High
FL_005894,25,Female,Other,0.4,9,64,1,0,1,Web Development,,19,77.2,0.398,10.8,110114,75.2,0,High
FL_005895,48,Female,Germany,1.7,5,100,1,0,0,Content Writing / Copywriting,280,29,80,0.173,14.1,123441,75.7,0,High
FL_005896,50,Male,Nigeria,9.7,6,100,1,0,1,Video Editing,280,43,80.9,,22.5,245000,99,0,High
FL_005897,29,Female,United States,3.5,9,100,1,0,1,AI & Machine Learning,,29,100,0.287,2.2,67698,91,0,High
FL_005898,25,Female,India,4.1,9,91.6,0,1,0,Graphic Design,148.69,37,79.2,0.372,21.5,119729,93.7,0,High
FL_005899,38,Male,Other,1.4,7,73.4,1,0,0,SEO / SEM,280,32,90.4,0.125,7.2,135709,67,0,High
FL_005900,46,Male,Pakistan,0.3,4,79.1,1,0,0,Mobile App Development,280,25,100,0.268,28.8,79350,64,0,High
FL_005901,40,Female,Pakistan,1.7,10,100,1,0,0,AI & Machine Learning,280,31,71.6,0.141,14.5,111032,69.7,0,High
FL_005902,29,Male,Other,2,5,42.5,1,0,0,Video Editing,158.8,25,88,0.304,16.3,33527,66.5,1,Medium
FL_005903,37,Male,Pakistan,1.2,9,67.3,1,0,1,Web Development,280,37,73.8,0.284,17.8,123732,73.2,0,High
FL_005904,47,Male,Pakistan,0.9,10,86.3,1,0,1,Digital Marketing,280,19,83.2,0.214,7.1,71450,69.9,1,High
FL_005905,37,Male,India,1.7,5,75.4,1,1,0,Digital Marketing,280,29,81.5,0.326,4.7,229352,83.8,0,High
FL_005906,32,Male,India,3.9,9,72.6,1,1,1,Content Writing / Copywriting,280,34,,0.299,9.4,176377,79.4,0,High
FL_005907,27,Male,Ukraine,11.3,4,100,1,0,0,Digital Marketing,257.26,43,89.3,0.351,11.4,245000,99,0,High
FL_005908,47,Female,India,4.6,9,92.4,1,0,0,Digital Marketing,280,27,90.1,0.195,11,116450,87.3,0,High
FL_005909,23,Male,Pakistan,5.7,11,94.4,1,0,1,Content Writing / Copywriting,230.52,35,83.1,0.413,7.8,179797,89.9,0,High
FL_005910,30,Female,India,1.4,11,66.6,1,0,1,Digital Marketing,280,25,92,0.497,13,185743,91.7,0,High
FL_005911,22,Male,United States,0.4,10,70.1,0,0,1,SEO / SEM,160.39,24,100,0.33,16.6,46939,84.9,0,High
FL_005912,45,Female,United Kingdom,1.3,7,85.4,1,0,1,Content Writing / Copywriting,280,23,100,0.342,18.3,168435,91.7,0,High
FL_005913,23,Female,India,2,7,85.9,0,0,0,Video Editing,280,36,68.6,0.363,21.6,34621,71.9,1,Medium
FL_005914,36,Female,Other,4.4,8,100,1,0,0,Data Science & Analytics,240.57,27,90.3,0.254,8.2,52351,87.8,0,High
FL_005915,22,Female,India,10.7,11,84.9,1,1,1,Accounting & Finance,,44,71.3,0.301,14.7,245000,99,0,High
FL_005916,48,Female,Pakistan,6.3,7,100,1,0,0,Data Science & Analytics,280,37,80.3,0.383,3.8,158413,92.2,0,High
FL_005917,44,Female,India,1.2,12,89.4,1,1,0,AI & Machine Learning,280,33,79.3,0.439,12.5,81991,73.2,0,High
FL_005918,30,Male,India,6.5,6,75.3,0,1,1,Virtual Assistant,280,41,,0.399,12.5,234912,99,0,High
FL_005919,26,Male,India,2,12,66.6,1,1,1,AI & Machine Learning,280,26,,0.347,16.1,173758,99,0,High
FL_005920,42,Female,Other,0.7,5,91.9,0,0,0,AI & Machine Learning,280,22,93.2,0.291,2.8,61229,85.2,0,High
FL_005921,46,Male,United Kingdom,2.4,9,73.1,0,0,0,Digital Marketing,183.47,41,82.5,0.389,,164552,72.9,0,High
FL_005922,31,Female,Canada,3.1,8,77.2,1,0,0,Video Editing,,37,82.6,0.271,,46645,80.4,0,High
FL_005923,43,Female,India,5.5,8,65.8,1,0,0,AI & Machine Learning,196.06,32,93.4,0.238,21.9,44431,80.5,0,High
FL_005924,27,Male,United States,1.6,14,79.1,1,0,1,Video Editing,280,27,,0.304,16.6,80886,87.6,0,High
FL_005925,47,Female,Germany,0.6,9,88.5,1,1,0,Mobile App Development,280,22,70.2,0.204,17.5,135982,70.4,1,High
FL_005926,49,Male,Philippines,0.4,13,72.5,1,0,1,Mobile App Development,,23,58.7,0.464,9,71551,69.6,0,High
FL_005927,35,Male,Philippines,0.5,10,67.6,1,0,0,Data Science & Analytics,280,22,76.5,,11.3,45661,62.9,0,High
FL_005928,26,Male,India,11.4,7,80.1,1,0,0,AI & Machine Learning,111.77,45,88.7,0.272,11,70967,93.3,0,High
FL_005929,40,Male,United States,11.5,7,86.5,1,1,0,Digital Marketing,230.3,41,81.1,0.434,10.5,160614,99,0,High
FL_005930,47,Female,Philippines,13.2,15,78.8,1,0,0,Web Development,265.58,52,90.4,0.207,11.7,156220,99,0,High
FL_005931,29,Female,Other,1.4,12,100,0,0,1,AI & Machine Learning,93.58,25,80.7,0.274,8,34892,58.4,0,Medium
FL_005932,42,Male,United States,0.8,7,80.6,1,0,0,Accounting & Finance,280,35,89.6,0.369,,245000,91.4,0,High
FL_005933,40,Female,Other,15,11,87.3,0,0,0,Video Editing,280,44,74.2,,16.5,245000,99,0,High
FL_005934,32,Female,India,16.9,13,93.1,0,0,0,Web Development,280,62,82.2,0.29,,120991,99,0,High
FL_005935,39,Male,Philippines,0.3,4,85.3,1,1,1,Content Writing / Copywriting,280,25,91.4,0.275,26.6,222433,86.4,0,High
FL_005936,40,Male,United States,5.3,7,63.5,1,0,0,Data Science & Analytics,243.87,23,78,0.44,8.1,138009,89.7,0,High
FL_005937,23,Female,United Kingdom,1.3,5,65.8,1,0,0,Video Editing,206.22,13,95.4,0.246,,45514,64.3,1,High
FL_005938,35,Female,United States,9.1,14,61.3,1,0,0,AI & Machine Learning,280,38,92,0.215,17,103743,92.7,0,High
FL_005939,22,Male,United States,0.4,13,57.9,1,1,0,Digital Marketing,280,20,88.5,0.237,21.8,41696,79,0,High
FL_005940,50,Male,Other,8.3,8,83.4,0,0,0,SEO / SEM,280,32,96.1,0.355,9.2,205018,99,0,High
FL_005941,41,Female,Ukraine,0,5,98.8,0,0,0,AI & Machine Learning,280,24,80.8,0.313,8.2,245000,78.3,1,High
FL_005942,22,Female,Ukraine,2.8,10,90.5,1,0,0,Video Editing,280,21,90.7,0.514,6.4,245000,95.6,0,High
FL_005943,42,Male,United States,1.6,13,90.3,1,1,1,Video Editing,280,24,78.8,0.303,25.7,139637,87,0,High
FL_005944,23,Female,Other,2.1,10,62.6,1,0,1,Web Development,243.7,17,78.6,0.39,9.4,54955,77.5,0,High
FL_005945,26,Male,United Kingdom,2.2,12,86.9,1,0,0,Mobile App Development,280,32,75.5,0.35,14.2,106823,77.4,0,High
FL_005946,35,Female,Other,4,7,87.5,1,1,1,Web Development,249.74,25,98.4,0.362,16,245000,97.2,0,High
FL_005947,47,Male,United States,0.1,8,100,0,1,0,AI & Machine Learning,129.79,22,76.1,0.244,17.2,20298,79.7,1,Medium
FL_005948,30,Male,India,4.5,6,84.4,1,1,0,Digital Marketing,280,30,76.2,0.58,27.9,139125,86.7,0,High
FL_005949,29,Male,Other,0.1,10,100,1,0,0,Virtual Assistant,280,19,91.4,0.33,8.5,77325,78.1,0,High
FL_005950,21,Female,United Kingdom,0.8,8,81,0,0,1,Data Science & Analytics,280,23,81.5,0.173,14.1,101263,70.4,0,High
FL_005951,36,Female,Other,3.5,12,86.2,1,0,0,SEO / SEM,280,31,95.5,0.226,12.3,144407,97.6,0,High
FL_005952,26,Female,India,0.3,15,97.6,0,0,1,Data Science & Analytics,,23,77,0.307,20.5,14324,63.4,0,Medium
FL_005953,29,Female,Philippines,17.9,10,83,1,1,1,Digital Marketing,280,52,80.7,0.277,7,245000,99,0,High
FL_005954,47,Male,Other,5.8,7,54.8,0,0,0,Accounting & Finance,280,40,87.4,0.182,8.9,85030,82.5,0,High
FL_005955,24,Female,Pakistan,4.6,10,63.1,1,0,1,Graphic Design,240.43,34,72.6,0.155,18.1,16114,71.2,0,Medium
FL_005956,47,Male,Ukraine,1.2,4,100,1,0,0,Data Science & Analytics,149.22,29,73.6,0.452,23.7,96185,86,0,High
FL_005957,48,Female,India,0.2,5,80.6,1,1,1,Digital Marketing,153.47,22,67.7,0.315,5.7,28635,55,1,Medium
FL_005958,22,Male,United States,14.6,6,90.1,1,0,0,Digital Marketing,280,54,100,0.287,,245000,99,0,High
FL_005959,49,Male,India,0.6,8,62,1,0,0,Web Development,280,22,76.7,0.251,11.9,34285,66.3,1,Medium
FL_005960,24,Male,Philippines,6.7,15,84.4,0,0,1,Data Science & Analytics,280,50,83.9,0.324,,215473,99,0,High
FL_005961,21,Female,Germany,0.8,8,100,1,0,1,Digital Marketing,239.63,30,81,0.581,,47820,83.4,1,High
FL_005962,39,Female,India,1.8,10,49.1,1,0,1,Content Writing / Copywriting,206.99,29,86.2,0.347,7.8,84604,70.5,0,High
FL_005963,46,Female,Pakistan,4.5,12,82.3,1,1,0,Web Development,280,29,,0.514,15.2,33544,76.6,0,Medium
FL_005964,45,Male,Germany,11,13,82.2,1,0,0,Video Editing,280,44,86.6,0.605,28.8,105384,99,0,High
FL_005965,30,Female,India,0.1,12,84.2,1,1,1,AI & Machine Learning,280,24,74.9,0.49,22.2,90542,90.1,1,High
FL_005966,41,Male,Other,1.1,9,100,1,1,0,Content Writing / Copywriting,280,19,82,0.583,18.2,66179,81.1,0,High
FL_005967,35,Female,Other,5.5,10,74.8,1,0,0,Content Writing / Copywriting,280,33,97.4,0.373,15.3,197782,93.2,0,High
FL_005968,47,Female,United States,0.7,15,71.5,0,1,1,Video Editing,149.18,18,,0.225,,115482,72.9,0,High
FL_005969,42,Male,United States,0.4,11,76.2,1,1,0,Accounting & Finance,183.45,18,87.4,0.255,8.4,11463,69.9,1,Low
FL_005970,39,Male,United States,0.2,7,100,1,0,1,Virtual Assistant,201.47,19,100,0.311,12.7,221721,85,0,High
FL_005971,36,Male,Germany,2.7,10,81.5,1,0,0,Graphic Design,232.44,30,93.8,0.222,13.8,245000,86,0,High
FL_005972,41,Male,India,5.5,9,88.3,0,0,0,Content Writing / Copywriting,280,37,90.1,0.375,7.3,245000,98.6,0,High
FL_005973,47,Male,Ukraine,12.4,11,42.3,1,0,1,Content Writing / Copywriting,280,53,98.8,0.424,10.2,131769,99,0,High
FL_005974,44,Male,United Kingdom,1.2,4,80.8,1,0,0,Digital Marketing,175.18,18,80.5,0.149,8.9,172846,79.8,0,High
FL_005975,42,Male,Canada,0.5,8,76.2,0,1,1,Content Writing / Copywriting,,26,100,0.233,11.8,99211,86.7,1,High
FL_005976,24,Female,Germany,2,15,80.5,1,0,,Data Science & Analytics,280,28,84,0.143,8.5,159290,93.9,0,High
FL_005977,22,Female,Other,0.2,6,73.8,1,1,0,Video Editing,280,27,96.8,0.297,15,119667,81.7,0,High
FL_005978,50,Male,India,1.5,12,58.3,1,0,1,Content Writing / Copywriting,280,18,73.6,0.442,15.9,29633,57.8,0,Medium
FL_005979,45,Male,India,3.9,12,74.6,1,1,1,Digital Marketing,280,34,,0.149,4.6,245000,80.5,0,High
FL_005980,33,Male,United States,0.7,6,100,1,0,0,Digital Marketing,280,18,87.3,0.229,,50933,70.6,1,High
FL_005981,48,Male,United Kingdom,3.8,13,81,0,0,0,Graphic Design,280,38,96.7,0.28,7.3,220730,92.7,0,High
FL_005982,21,Female,United Kingdom,13.6,15,50.3,1,0,0,AI & Machine Learning,108.72,49,84.1,0.407,21.4,62356,99,0,High
FL_005983,37,Male,Other,7.6,5,60.2,1,0,0,Digital Marketing,280,39,85,0.456,10.8,197634,96,0,High
FL_005984,33,Female,Canada,1.7,8,83.5,0,1,0,Virtual Assistant,110.2,30,100,0.509,17.9,51272,88.9,0,High
FL_005985,24,Male,United States,2.1,7,62,1,0,0,AI & Machine Learning,280,29,61.2,0.34,12,38824,67.6,0,High
FL_005986,27,Female,Germany,2.1,10,82.7,1,1,0,Graphic Design,280,22,100,0.385,17.2,82185,88.5,0,High
FL_005987,37,Male,India,7.5,15,99,1,0,0,Web Development,280,33,,0.212,,211230,99,0,High
FL_005988,29,Female,United States,19.3,11,86.6,0,0,0,Web Development,280,63,88.8,0.339,,245000,99,0,High
FL_005989,24,Female,Canada,6.6,7,63.3,1,1,0,Virtual Assistant,163.72,40,97.1,0.292,7.6,22286,90.3,0,Medium
FL_005990,39,Female,Other,3.1,6,81.7,0,1,1,Virtual Assistant,280,37,61.5,0.304,8.1,121526,80.1,0,High
FL_005991,21,Female,United States,0.4,12,90.9,1,1,0,Digital Marketing,280,28,62.5,0.62,,47443,76.5,0,High
FL_005992,30,Male,Germany,11.7,11,67.4,0,1,0,Digital Marketing,280,35,76.8,0.334,7.4,58146,99,0,High
FL_005993,24,Female,Other,7.5,14,61.7,1,0,1,Data Science & Analytics,280,41,100,0.409,21.5,77359,99,0,High
FL_005994,29,Male,United States,7,14,77.6,0,0,1,Digital Marketing,280,32,65.1,0.201,11.2,135518,74.6,0,High
FL_005995,33,Male,India,1.9,10,100,0,0,0,Video Editing,135.39,27,87.8,0.261,15.2,59902,83.8,0,High
FL_005996,34,Male,Ukraine,2.3,14,63.2,0,0,1,Web Development,280,22,84.9,0.368,14.3,104942,79.8,0,High
FL_005997,30,Female,Germany,0.5,11,72,1,0,0,Digital Marketing,247.16,21,,0.308,21.6,160684,73.5,0,High
FL_005998,26,Female,India,10.6,11,59.9,0,0,0,Video Editing,280,38,67.7,0.147,,81316,99,0,High
FL_005999,36,Female,United States,10.9,13,66.9,1,0,0,Web Development,280,45,94.5,0.418,10.1,245000,99,0,High
FL_006000,26,Female,Nigeria,1.1,11,76.9,1,1,1,Mobile App Development,178.59,28,98,0.261,18.1,142019,91.5,0,High
FL_006001,37,Male,Ukraine,4.5,14,76.6,0,0,1,Digital Marketing,267.98,33,100,0.265,7.2,83376,82.5,0,High
FL_006002,30,Female,Philippines,0.9,4,40,0,0,0,Graphic Design,179.37,27,62.3,0.509,12.6,104853,64.8,0,High
FL_006003,38,Female,United States,1.9,7,75.3,1,1,0,Content Writing / Copywriting,246.22,34,,0.242,,174743,66.4,1,High
FL_006004,47,Male,Canada,1.4,13,100,1,1,0,Mobile App Development,280,19,64.8,0.298,11.7,64106,68,0,High
FL_006005,42,Male,Nigeria,1.9,10,81.3,0,0,1,Digital Marketing,280,34,72.1,0.396,12.3,150703,78.8,0,High
FL_006006,38,Female,Other,1.4,9,75.1,1,0,1,AI & Machine Learning,280,28,86.2,0.431,4.1,68268,83.4,0,High
FL_006007,23,Female,Other,1.6,6,69.9,1,0,0,AI & Machine Learning,280,26,90.9,0.12,14.6,107501,70.6,1,High
FL_006008,40,Female,Germany,5.9,6,64.2,0,1,0,Web Development,91.08,33,64.2,0.136,7.3,45784,77.4,0,High
FL_006009,47,Female,Other,1.4,15,80.7,1,0,0,Web Development,280,27,73.8,0.386,25.2,79109,76.3,1,High
FL_006010,41,Female,Other,6.4,7,86.2,1,0,0,Content Writing / Copywriting,280,35,87,0.267,20.6,198759,88.3,0,High
FL_006011,51,Female,Pakistan,3.2,13,100,1,1,1,Data Science & Analytics,280,30,82.4,0.416,19.1,201619,87.2,0,High
FL_006012,45,Female,Ukraine,5.8,9,67.1,1,0,1,Content Writing / Copywriting,192.66,31,81,0.286,5.1,78530,90.4,0,High
FL_006013,48,Female,Ukraine,9.5,4,99.7,0,0,0,Video Editing,280,43,89.3,0.298,15.9,245000,94.1,0,High
FL_006014,35,Male,Pakistan,0.6,13,99.1,1,1,0,Content Writing / Copywriting,169.51,28,73,0.495,18.7,93194,88.9,0,High
FL_006015,35,Female,United States,1.6,7,72.5,0,0,0,SEO / SEM,280,37,86,0.427,,196986,97,0,High
FL_006016,24,Male,India,0.2,12,67.3,1,0,0,Mobile App Development,192.41,31,91.5,0.178,10.8,63163,61.1,1,High
FL_006017,49,Female,United States,2,10,56,1,0,1,Web Development,280,22,79.1,0.258,6.2,245000,75.6,0,High
FL_006018,47,Male,India,1,14,79.5,0,0,1,Digital Marketing,,25,76.2,0.227,12.5,191797,83.1,0,High
FL_006019,29,Male,United States,3.2,9,74.4,1,0,1,Accounting & Finance,127.47,26,77.3,0.317,18,79024,74.7,0,High
FL_006020,47,Male,Other,5.8,14,96.1,0,1,1,Mobile App Development,280,35,91.8,0.271,37.3,121188,92.5,0,High
FL_006021,46,Female,United Kingdom,2.5,8,84.6,1,0,1,Digital Marketing,137.49,41,86.6,0.317,,245000,86.5,0,High
FL_006022,39,Male,India,1.5,15,47.3,1,0,0,Data Science & Analytics,271.06,33,82.1,0.27,16.5,56960,75.8,1,High
FL_006023,44,Male,Pakistan,0.6,5,78,1,0,1,Graphic Design,280,34,76.6,0.386,27.5,245000,81.8,0,High
FL_006024,48,Male,India,0.1,5,83.9,0,0,0,Data Science & Analytics,272.93,32,96.5,0.37,8.4,245000,81.9,0,High
FL_006025,37,Male,Germany,4.3,9,75.3,1,0,0,SEO / SEM,280,37,74.8,0.272,18.2,223690,98.1,0,High
FL_006026,31,Male,India,0.1,12,93.3,1,0,1,Content Writing / Copywriting,,29,95.6,0.414,13.5,26623,76.6,0,Medium
FL_006027,45,Male,India,9.6,15,70,1,0,0,Content Writing / Copywriting,280,33,94.8,0.395,15.6,245000,99,0,High
FL_006028,29,Male,Other,3.4,12,95.6,0,0,0,AI & Machine Learning,134.95,28,89,0.351,14.2,209939,87,0,High
FL_006029,30,Male,Pakistan,1.7,4,70.1,0,0,1,Content Writing / Copywriting,230.15,21,92,0.405,19,67272,77.1,0,High
FL_006030,38,Male,Other,0.2,10,73.7,0,0,0,Digital Marketing,280,29,88.2,0.475,6.6,245000,75.3,0,High
FL_006031,40,Male,United Kingdom,2,10,100,1,0,1,Video Editing,109,35,82.6,0.425,7.3,39750,75.3,1,High
FL_006032,33,Female,India,7.7,13,57.9,1,0,1,Content Writing / Copywriting,280,36,83.5,0.274,5.8,63713,82.2,0,High
FL_006033,28,Male,Philippines,13.3,5,80.5,1,0,0,Graphic Design,280,38,93.6,,14.6,245000,99,0,High
FL_006034,27,Male,United States,0.3,15,84.6,0,0,0,Mobile App Development,280,24,71.4,0.435,22.1,223178,84.5,0,High
FL_006035,37,Male,United States,5.7,13,69.1,1,0,0,Digital Marketing,280,30,91.6,0.216,10,81584,92,0,High
FL_006036,41,Male,India,1.1,7,86.5,1,0,1,Virtual Assistant,190.11,24,94.4,0.301,,120890,86,0,High
FL_006037,43,Male,Canada,1.8,11,90.8,0,0,1,Graphic Design,118.15,31,90.3,0.33,17.6,40283,88.9,0,High
FL_006038,35,Male,Ukraine,3,9,83.5,1,0,0,Video Editing,280,37,97.5,0.264,15.9,245000,89.5,0,High
FL_006039,40,Female,India,19.9,14,82.1,0,0,1,Digital Marketing,280,56,86.2,,15.4,51763,99,0,High
FL_006040,35,Female,India,0.9,10,87.4,1,1,0,Video Editing,280,28,96.9,0.403,8.8,104185,89.1,0,High
FL_006041,51,Male,Other,0.5,13,67,1,1,1,Digital Marketing,280,27,95.4,0.321,17,142516,85.4,1,High
FL_006042,21,Female,United States,3.4,14,68.9,0,0,0,Video Editing,,25,73.5,0.514,14.1,130838,87.5,0,High
FL_006043,45,Male,Philippines,7.3,14,86.4,0,1,0,Digital Marketing,280,41,71.4,0.503,17.9,120921,93.8,0,High
FL_006044,34,Female,Philippines,4,9,73.1,0,1,1,Graphic Design,140.38,26,86.7,0.253,8.4,77033,77.1,0,High
FL_006045,25,Male,Ukraine,1.6,12,78.2,0,1,0,Web Development,140.01,31,94.2,0.191,17.3,29102,73.9,0,Medium
FL_006046,31,Female,India,14.3,14,40,1,0,0,Data Science & Analytics,280,54,86,0.496,16.1,201470,99,0,High
FL_006047,36,Male,Other,20,15,89.7,0,1,0,Web Development,280,65,90.6,0.3,26.9,80575,99,0,High
FL_006048,22,Female,United Kingdom,5.6,13,100,1,0,1,Mobile App Development,280,39,93.4,0.371,13.6,245000,92.6,0,High
FL_006049,28,Male,India,6.2,13,88.8,1,0,0,Digital Marketing,130.3,30,76.3,0.428,17.1,81354,99,0,High
FL_006050,31,Male,India,5.4,12,91.3,1,0,0,Digital Marketing,280,37,86.4,0.415,7.7,160540,88.7,0,High
FL_006051,49,Female,India,1.1,9,93.8,0,1,0,Content Writing / Copywriting,42.26,24,,0.33,19.9,37100,84.1,0,Medium
FL_006052,38,Male,India,0.6,9,76,0,0,0,Digital Marketing,280,28,96,0.334,10.1,245000,76,0,High
FL_006053,23,Female,Other,3.1,12,64.8,0,0,0,Accounting & Finance,191.67,37,100,0.337,11.6,135907,73,0,High
FL_006054,50,Female,United States,11.7,13,87.3,1,0,0,AI & Machine Learning,257.89,41,92.9,0.197,,235119,98.3,1,High
FL_006055,46,Male,Other,8,12,96.1,1,0,1,Data Science & Analytics,280,43,82.2,0.343,10,131892,93.2,0,High
FL_006056,21,Male,United Kingdom,0.4,6,61.7,1,0,1,Content Writing / Copywriting,,18,82.8,0.419,13.6,190223,64.4,0,High
FL_006057,31,Male,India,0.2,10,90.5,0,0,0,Graphic Design,280,27,98.4,0.208,12.5,211699,97.7,0,High
FL_006058,36,Female,India,7.9,6,83.6,0,1,1,Mobile App Development,280,41,92.6,0.165,13.2,76030,89.8,0,High
FL_006059,38,Male,Philippines,3.6,7,77.2,1,0,1,Digital Marketing,280,30,93,0.257,15.9,207903,69.9,1,High
FL_006060,50,Female,Nigeria,1.4,12,74.8,0,0,0,Web Development,280,25,81.4,0.263,,42515,72.3,0,High
FL_006061,36,Female,Other,3.1,13,83.4,1,0,0,Web Development,280,23,98.5,0.296,9.9,137461,93.5,0,High
FL_006062,43,Male,Nigeria,1,11,68.7,0,0,1,Web Development,169.53,19,89,0.23,8.6,24073,74.2,0,Medium
FL_006063,30,Other,Philippines,11.2,9,100,1,0,0,Web Development,280,45,78.7,0.387,32.5,245000,99,0,High
FL_006064,38,Female,United States,6.7,9,57.7,0,1,0,Web Development,280,37,84.7,0.348,11.1,65671,77.1,0,High
FL_006065,26,Male,Other,12.5,11,40,1,1,0,Virtual Assistant,280,47,100,0.419,7.4,245000,99,0,High
FL_006066,51,Male,Other,0.8,5,83.7,1,0,0,Graphic Design,280,13,86.5,0.42,7.7,32252,78.4,0,Medium
FL_006067,39,Female,India,7.1,8,80.4,1,0,0,Graphic Design,280,46,,0.346,7.6,98998,93.4,0,High
FL_006068,24,Male,United States,3.1,10,87.5,1,0,0,Virtual Assistant,280,37,72.4,0.419,14.7,84993,80,0,High
FL_006069,47,Male,Ukraine,1.5,15,40,1,1,1,Content Writing / Copywriting,240.58,25,81.4,0.391,12.9,39058,61.4,1,High
FL_006070,51,Male,Germany,2.5,6,49.7,0,0,1,Graphic Design,280,29,99,0.379,11.9,94172,75.1,0,High
FL_006071,33,Female,Philippines,11,11,71.9,1,1,0,Content Writing / Copywriting,185.77,49,69,0.249,8.5,195630,86.8,0,High
